# pic ; ret; crossings
1.01, -0.14098861204, 974
1.0101, -0.139321951842, 974
1.0102, -0.14128082482, 911
1.0103, -0.13711406063, 929
1.0104, -0.136188625558, 925
1.0105, -0.138216340114, 899
1.0106, -0.138169531386, 889
1.0107, -0.13370238391, 909
1.0108, -0.136459840972, 844
1.0109, -0.134536478657, 848
1.011, -0.133743721858, 842
1.0111, -0.132111869734, 842
1.0112, -0.131681721058, 836
1.0113, -0.129270421447, 840
1.0114, -0.13058561328, 822
1.0115, -0.132458208327, 767
1.0116, -0.131200427416, 767
1.0117, -0.129138760069, 769
1.0118, -0.130206468795, 755
1.0119, -0.131791541564, 739
1.012, -0.12775104562, 753
1.0121, -0.124231133004, 763
1.0122, -0.124244184263, 755
1.0123, -0.128560982996, 690
1.0124, -0.127228997109, 690
1.0125, -0.127999869612, 680
1.0126, -0.12604916562, 682
1.0127, -0.123884156132, 686
1.0128, -0.12286356707, 684
1.0129, -0.122201925181, 680
1.013, -0.121803956067, 676
1.0131, -0.118717221662, 684
1.0132, -0.121991036569, 629
1.0133, -0.122543299476, 619
1.0134, -0.11972446128, 625
1.0135, -0.121435151271, 613
1.0136, -0.121584182481, 605
1.0137, -0.121095674373, 601
1.0138, -0.117945583903, 609
1.0139, -0.119389228168, 599
1.014, -0.116486806816, 605
1.0141, -0.114945487074, 607
1.0142, -0.11385510561, 572
1.0143, -0.113908335827, 566
1.0144, -0.116649832316, 550
1.0145, -0.115566100286, 550
1.0146, -0.112830215336, 554
1.0147, -0.113946245074, 546
1.0148, -0.117230031669, 530
1.0149, -0.11478202592, 534
1.015, -0.114210671545, 532
1.0151, -0.114293636629, 526
1.0152, -0.113466089157, 524
1.0153, -0.11279101137, 522
1.0154, -0.113907222305, 483
1.0155, -0.110882963536, 489
1.0156, -0.10988210731, 489
1.0157, -0.111746039096, 479
1.0158, -0.109446762064, 483
1.0159, -0.108769265702, 481
1.016, -0.106166074704, 485
1.0161, -0.1020414399, 493
1.0162, -0.105027123172, 481
1.0163, -0.103367225071, 483
1.0164, -0.104920335669, 475
1.0165, -0.104208611913, 473
1.0166, -0.104263826729, 469
1.0167, -0.108555114022, 453
1.0168, -0.107495577872, 422
1.0169, -0.10339324048, 430
1.017, -0.102123199962, 430
1.0171, -0.0999811279455, 432
1.0172, -0.100161542007, 428
1.0173, -0.100027891264, 424
1.0174, -0.0988363940771, 424
1.0175, -0.0977385489614, 424
1.0176, -0.0989530609084, 418
1.0177, -0.0985968030878, 416
1.0178, -0.0974691039667, 416
1.0179, -0.0938886522058, 422
1.018, -0.0933524949368, 420
1.0181, -0.0922410541722, 420
1.0182, -0.0936504922284, 414
1.0183, -0.0907578772842, 418
1.0184, -0.0912875761278, 383
1.0185, -0.095256171398, 373
1.0186, -0.096433140993, 369
1.0187, -0.0933078758755, 373
1.0188, -0.0941054328909, 369
1.0189, -0.0905666258703, 373
1.019, -0.0901195206884, 371
1.0191, -0.0938518522835, 361
1.0192, -0.0937360254448, 359
1.0193, -0.0935074403397, 357
1.0194, -0.0922316138094, 357
1.0195, -0.0910702989852, 357
1.0196, -0.0900141437973, 357
1.0197, -0.0910264897633, 353
1.0198, -0.0899089747989, 353
1.0199, -0.0870275107323, 357
1.02, -0.0856605147888, 357
1.0201, -0.0841943532498, 357
1.0202, -0.0842281887435, 355
1.0203, -0.0819123200701, 357
1.0204, -0.0808639945878, 357
1.0205, -0.0872158152714, 314
1.0206, -0.083628840175, 318
1.0207, -0.0799709678381, 322
1.0208, -0.0826974198904, 316
1.0209, -0.0829113385819, 314
1.021, -0.0828973449423, 312
1.0211, -0.0856720066709, 306
1.0212, -0.0876001978883, 302
1.0213, -0.087316976432, 300
1.0214, -0.0825770444199, 306
1.0215, -0.0788501287061, 310
1.0216, -0.0826447751496, 302
1.0217, -0.0855585788183, 296
1.0218, -0.0831364844912, 298
1.0219, -0.0808940069643, 300
1.022, -0.0798334277478, 300
1.0221, -0.07612966825, 304
1.0222, -0.0773332130506, 300
1.0223, -0.0751270868931, 302
1.0224, -0.0727455279218, 304
1.0225, -0.0731626002111, 302
1.0226, -0.0735969872181, 300
1.0227, -0.0762858064033, 294
1.0228, -0.0752890987397, 294
1.0229, -0.0740134950505, 294
1.023, -0.0724179093996, 294
1.0231, -0.0726745354235, 263
1.0232, -0.0737226298063, 261
1.0233, -0.0740491124903, 259
1.0234, -0.0714015098416, 261
1.0235, -0.0737760144125, 257
1.0236, -0.0727494267749, 257
1.0237, -0.0717216424785, 257
1.0238, -0.074323769943, 253
1.0239, -0.0737706732569, 253
1.024, -0.0710151616179, 255
1.0241, -0.0681084799523, 257
1.0242, -0.063485154484, 261
1.0243, -0.0626562014807, 261
1.0244, -0.0632712343226, 259
1.0245, -0.0602468041159, 261
1.0246, -0.0631077741257, 257
1.0247, -0.0651105426717, 253
1.0248, -0.0692270033833, 247
1.0249, -0.0700724288561, 245
1.025, -0.0672376113134, 247
1.0251, -0.0708538613412, 241
1.0252, -0.0713003573759, 239
1.0253, -0.0703298821835, 239
1.0254, -0.0659362974867, 243
1.0255, -0.0647271011747, 243
1.0256, -0.0636863787048, 243
1.0257, -0.0647628750325, 241
1.0258, -0.0653310025266, 239
1.0259, -0.0678996993774, 235
1.026, -0.0685690325283, 233
1.0261, -0.0693390608192, 231
1.0262, -0.0700803857876, 229
1.0263, -0.0711747577633, 227
1.0264, -0.0759936795277, 196
1.0265, -0.0769409425105, 194
1.0266, -0.0754424069731, 194
