# time, value
0.001, 0.00122548704732
0.002, 0.00160857825672
0.003, 0.00185354833246
0.004, 0.00194036887805
0.005, 0.00203212748416
0.006, 0.00208891896516
0.007, 0.00216544605371
0.008, 0.00210406477001
0.009, 0.00221055514352
0.01, 0.00219646574286
0.011, 0.00229460290508
0.012, 0.00220104230364
0.013, 0.00232278346045
0.014, 0.00221866191866
0.015, 0.00228698511103
0.016, 0.00228931798203
0.017, 0.00213830267976
0.018, 0.00228478311155
0.019, 0.00224162766486
0.02, 0.00222881862844
0.021, 0.00223056351637
0.022, 0.00220580142885
0.023, 0.00232879597411
0.024, 0.00231720118375
0.025, 0.0022770340711
0.026, 0.00213992072558
0.027, 0.00200982399299
0.028, 0.00232788412445
0.029, 0.00248233958294
0.03, 0.00193443072033
0.031, 0.00219578809621
0.032, 0.00197324391502
0.033, 0.00235851587584
0.034, 0.00208104749463
0.035, 0.00220006765825
0.036, 0.00229292381389
0.037, 0.00222334967904
0.038, 0.00216033758259
0.039, 0.00217062567049
0.04, 0.00181426814752
0.041, 0.00199468886241
0.042, 0.00214345004485
0.043, 0.00202462398379
0.044, 0.0020492703428
0.045, 0.00188892220811
0.046, 0.00190831355524
0.047, 0.00207582002131
0.048, 0.00225361422755
0.049, 0.00221783717949
0.05, 0.00221614750647
0.051, 0.0017626286133
0.052, 0.00185493969296
0.053, 0.002348363594
0.054, 0.00195323124308
0.055, 0.0013816303117
0.056, 0.00217609616697
0.057, 0.00190072987513
0.058, 0.00157868054689
0.059, 0.00195413996593
0.06, 0.00151738963608
0.061, 0.00174489656978
0.062, 0.00165150155258
0.063, 0.00135020557887
0.064, 0.00127134148153
0.065, 0.00128867471549
0.066, 0.0011775207362
0.067, 0.00141614454866
0.068, 0.0016695940996
0.069, 0.0012854809223
0.07, 0.00121491610225
0.071, 0.00186466940864
0.072, 0.00131235733951
0.073, 0.000967599314971
0.074, 0.00105432158195
0.075, 0.000944375635297
0.076, 0.00105479207608
0.077, 0.000632499175003
0.078, 0.000860750019641
0.079, 0.000794135574961
0.08, 0.00132444654383
0.081, 0.000990288496164
0.082, 0.00112325611954
0.083, 0.0005494736426
0.084, 0.000947416981966
0.085, 0.00126728905922
0.086, 0.000980306291513
0.087, 0.000658245012572
0.088, 0.00083020081796
0.089, 0.000831523282253
0.09, 0.00108484619861
0.091, 0.000823872365331
0.092, 0.00120432135468
0.093, 0.000804814025676
0.094, 0.000634185238221
0.095, 0.00102145803975
0.096, 0.000719123839568
0.097, 0.000585961507447
0.098, 0.000251944965453
0.099, 0.000869138353861
0.1, 0.000687454339507
0.101, 0.000258099040567
0.102, 0.000664417059368
0.103, 0.000623861952581
0.104, 0.00045777992825
0.105, 0.000369987084223
0.106, 0.000348925202493
0.107, 0.0006397537868
0.108, 0.000193021546737
0.109, 0.00049913057461
0.11, 0.000426591576062
0.111, 0.000310175122075
0.112, 0.000367985086938
0.113, 0.000674381827862
0.114, 0.000123021721799
0.115, 0.000350143160071
0.116, 0.000201397939028
0.117, 0.000377597901818
0.118, 0.000276765587887
0.119, 0.00040281302036
0.12, 0.000442289809012
0.121, 0.000222807155402
0.122, 0.000336899748994
0.123, 0.000295069785794
0.124, 0.000246749882259
0.125, 0.000323862524667
0.126, 0.000142523913299
0.127, 0.000136436650268
0.128, 5.38487290955e-05
0.129, 6.51061045233e-05
0.13, 0.000297875860102
0.131, 0.000443660979897
0.132, 9.06567496697e-05
0.133, 4.48316996027e-05
0.134, 9.81041260443e-05
0.135, 0.000209219193019
0.136, 2.1122881804e-05
0.137, 0.000247432418005
0.138, 7.80653710128e-05
0.139, 0.000309900349946
0.14, 0.000260055322648
0.141, 0.000148481754214
0.142, 0.000110303953855
0.143, 0.000233761406682
0.144, 5.60955590973e-05
0.145, 1.23082010891e-05
0.146, 0.000273017220697
0.147, 2.34047391509e-05
0.148, 0.000271638358997
0.149, 0.000164248459111
0.15, 0.
0.151, 2.78139364012e-05
0.152, 0.000309917908682
0.153, 8.30561376066e-06
0.154, 9.55921434996e-05
0.155, 0.000364946781759
0.156, 1.17394434773e-06
0.157, 0.000257920977734
0.158, 2.80506719827e-05
0.159, 8.7743815568e-05
0.16, 3.82778719405e-05
0.161, 8.34335495764e-06
0.162, 0.
0.163, 0.000250628456931
0.164, 0.000375535260775
0.165, 3.42853453529e-05
0.166, 5.21238408369e-06
0.167, 0.
0.168, 0.
0.169, 3.80368560246e-05
0.17, 0.000171490764845
0.171, 0.
0.172, 0.000110642295202
0.173, 0.
0.174, 1.06362203395e-05
0.175, 3.97362723855e-05
0.176, 9.79881180251e-06
0.177, 0.
0.178, 0.
0.179, 0.000228701700087
0.18, 6.17890163893e-05
0.181, 0.
0.182, 3.81779061231e-05
0.183, 6.77446164791e-05
0.184, 1.88254298545e-05
0.185, 0.
0.186, 9.10591904238e-05
0.187, 1.56038913903e-05
0.188, 2.8838052298e-05
0.189, 0.
0.19, 0.
0.191, 0.
0.192, 0.
0.193, 0.
0.194, 5.69250589177e-05
0.195, 0.
0.196, 9.92007451678e-05
0.197, 0.
0.198, 0.
0.199, 6.13707606774e-05
0.2, 6.98212140567e-05
