# ;time; value
1.0001, -0.0316996276799
1.0002, -0.0312469766293
1.0003, -0.030804975881
1.0004, -0.0303733112001
1.0005, -0.0299407385463
1.0006, -0.0295405480459
1.0007, -0.0291062410636
1.0008, -0.0287468441039
1.0009, -0.0283318332952
1.001, -0.0279267951535
1.0011, -0.027604325631
1.0012, -0.0271474028846
1.0013, -0.0268303947747
1.0014, -0.0264811094454
1.0015, -0.0261896873433
1.0016, -0.0257723843456
1.0017, -0.0254920247896
1.0018, -0.0251868027488
1.0019, -0.0248220863062
1.002, -0.0245558192581
1.0021, -0.0243870513975
1.0022, -0.0241153470055
1.0023, -0.0237160528091
1.0024, -0.0233829664326
1.0025, -0.0230995258468
1.0026, -0.0228847090743
1.0027, -0.0227192957325
1.0028, -0.0223723404323
1.0029, -0.0223131787045
1.003, -0.0220478976038
1.0031, -0.0218381597232
1.0032, -0.0213980167505
1.0033, -0.0212459207953
1.0034, -0.0211186489135
1.0035, -0.0207576095392
1.0036, -0.0207052267159
1.0037, -0.0204009384272
1.0038, -0.0201162011553
1.0039, -0.0201467924533
1.004, -0.0198999106874
1.0041, -0.019678653863
1.0042, -0.0194893427956
1.0043, -0.0192913511739
1.0044, -0.019134947482
1.0045, -0.018982073677
1.0046, -0.0188549911794
1.0047, -0.0187362984275
1.0048, -0.0183226085811
1.0049, -0.0182253605262
1.005, -0.0181496803567
1.0051, -0.0181233327945
1.0052, -0.017695484379
1.0053, -0.0176798561663
1.0054, -0.0176623648807
1.0055, -0.0172911103399
1.0056, -0.0173180927164
1.0057, -0.0169873548827
1.0058, -0.0169899122805
1.0059, -0.0170318121378
1.006, -0.0167140940209
1.0061, -0.0167843087661
1.0062, -0.0164559282288
1.0063, -0.0161845195972
1.0064, -0.0162835116445
1.0065, -0.0159484900182
1.0066, -0.0160830770719
1.0067, -0.0157778128969
1.0068, -0.0159193688641
1.0069, -0.0156539474986
1.007, -0.0153587726769
1.0071, -0.015529569631
1.0072, -0.0152548973055
1.0073, -0.0150283754399
1.0074, -0.0152148406051
1.0075, -0.0149822312916
1.0076, -0.0147108881726
1.0077, -0.0149089781333
1.0078, -0.0146825232485
1.0079, -0.014474652452
1.008, -0.0147024883426
1.0081, -0.014484347763
1.0082, -0.0142479597836
1.0083, -0.0140102152346
1.0084, -0.0142751857661
1.0085, -0.0140528046339
1.0086, -0.013854108362
1.0087, -0.0136567381717
1.0088, -0.0139482656555
1.0089, -0.013763277283
1.009, -0.0135747049688
1.0091, -0.0133856505337
1.0092, -0.0137037623068
1.0093, -0.0135075136007
1.0094, -0.0133384418928
1.0095, -0.013162205207
1.0096, -0.0129650025842
1.0097, -0.0132795443939
1.0098, -0.0131178828338
1.0099, -0.0129214262877
1.01, -0.012709118479
1.0101, -0.0125520982723
1.0102, -0.0129422706821
1.0103, -0.012774335873
1.0104, -0.0125827165567
1.0105, -0.0124759399303
1.0106, -0.0123537326144
1.0107, -0.0122031028357
1.0108, -0.0125674774123
1.0109, -0.0124459747046
1.011, -0.0123112195455
1.0111, -0.0121319806618
1.0112, -0.0120305281843
1.0113, -0.0118704664172
